#Genus	Species	Strain	NCBI accession	From	To	BGC type	On contig edge	Most similar known cluster	Similarity in %	MIBiG BGC-ID	Results URL	Download URL
Synechococcus	Unclassified	KORDI 52	NZ_CP006271.1	641961	663305	proteusin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP006271.1/641961-663305	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000737595.1/NZ_CP006271/1/641961/663305
Chryseobacterium	shigense	DSM 17126	NZ_MUGP01000015.1	78911	104041	lap - proteusin hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_MUGP01000015.1/78911-104041	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002943655.1/NZ_MUGP01000015/1/78911/104041
Desulfarculus	baarsii	DSM 2075	NC_014365.1	2746357	2773337	bacteriocin - proteusin hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_014365.1/2746357-2773337	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000143965.1/NC_014365/1/2746357/2773337
Desulfosporosinus	lacus	DSM 15449	NZ_FQXJ01000003.1	347387	375523	bacteriocin - proteusin - sactipeptide hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_FQXJ01000003.1/347387-375523	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900129935.1/NZ_FQXJ01000003/1/347387/375523
Nonomuraea	Unclassified	ATCC 55076	NZ_CP017717.1	2071364	2111874	bacteriocin - other - proteusin hybrid	False	daptomycin	6	BGC0000336	https://antismash-db.secondarymetabolites.org/go/NZ_CP017717.1/2071364-2111874	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002057455.1/NZ_CP017717/1/2071364/2111874
Microvirgula	aerodenitrificans	BE2.4	NZ_CP028519.1	3972294	3993830	bacteriocin - proteusin hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP028519.1/3972294-3993830	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003051865.1/NZ_CP028519/1/3972294/3993830
Rhizobium	leguminosarum	SM151C	NZ_SIOO01000006.1	85835	115435	bacteriocin - hserlactone - proteusin hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_SIOO01000006.1/85835-115435	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004304495.1/NZ_SIOO01000006/1/85835/115435
Acinetobacter	Unclassified	NEB 394	NZ_CP055277.1	418292	439717	proteusin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP055277.1/418292-439717	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013374795.1/NZ_CP055277/1/418292/439717
Sinorhizobium	fredii	USDA 257	NT_187151.1	142782	155004	proteusin	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NT_187151.1/142782-155004	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000265205.3/NT_187151/1/142782/155004
Sinorhizobium	fredii	USDA 257	NT_187154.1	0	11475	proteusin	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NT_187154.1/0-11475	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000265205.3/NT_187154/1/0/11475
Unclassified	Unclassified	W11661	NZ_CP017039.1	276212	297559	proteusin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP017039.1/276212-297559	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001717545.1/NZ_CP017039/1/276212/297559
Rhizobium	indicum	JKLM12A2	NZ_CP054024.1	196221	217697	bacteriocin - proteusin hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP054024.1/196221-217697	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_005862305.2/NZ_CP054024/1/196221/217697
Bradyrhizobium	japonicum	USDA 6	NC_017249.1	8128211	8149118	bacteriocin - proteusin hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_017249.1/8128211-8149118	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000284375.1/NC_017249/1/8128211/8149118
Microvirgula	aerodenitrificans	DSM 15089	NZ_JHVK01000016.1	23236	44772	bacteriocin - proteusin hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_JHVK01000016.1/23236-44772	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000620105.1/NZ_JHVK01000016/1/23236/44772
Victivallis	vadensis	DSM 14823	NZ_QEKH01000007.1	39509	60868	bacteriocin - proteusin hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_QEKH01000007.1/39509-60868	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003096415.1/NZ_QEKH01000007/1/39509/60868
Burkholderia	ubonensis	LMG 20358	NZ_CP013371.1	1588494	1610021	bacteriocin - proteusin hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP013371.1/1588494-1610021	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001718355.1/NZ_CP013371/1/1588494/1610021
Sinorhizobium	americanum	CFNEI 73	NZ_CP013109.1	477005	498424	proteusin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP013109.1/477005-498424	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001889105.1/NZ_CP013109/1/477005/498424
Rhizobium	leguminosarum	SM151C	NZ_SILA01000004.1	138977	163886	bacteriocin - hserlactone - proteusin hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_SILA01000004.1/138977-163886	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004305865.1/NZ_SILA01000004/1/138977/163886
Unclassified	Unclassified	CCUG 44730	NZ_CP027227.1	1415714	1437082	bacteriocin - proteusin hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP027227.1/1415714-1437082	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002998355.1/NZ_CP027227/1/1415714/1437082
Rhizobium	laguerreae	SP15	NZ_SMBI01000020.1	36509	58000	bacteriocin - proteusin hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_SMBI01000020.1/36509-58000	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004346285.1/NZ_SMBI01000020/1/36509/58000
Chryseobacterium	vrystaatense	YR203	NZ_FQVE01000004.1	435463	460694	lap - proteusin hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_FQVE01000004.1/435463-460694	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900129105.1/NZ_FQVE01000004/1/435463/460694
Chryseobacterium	carnipullorum	G0188	NZ_CP033920.1	3250192	3360155	lap - proteusin - t1nrps hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP033920.1/3250192-3360155	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003815695.1/NZ_CP033920/1/3250192/3360155
Bradyrhizobium	zhanjiangense	CCBAU 51781	NZ_RDRA01000036.1	26592	36874	proteusin	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_RDRA01000036.1/26592-36874	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004114465.1/NZ_RDRA01000036/1/26592/36874
Bradyrhizobium	zhanjiangense	CCBAU 51781	NZ_RDRA01000070.1	0	2808	bacteriocin - proteusin hybrid	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_RDRA01000070.1/0-2808	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004114465.1/NZ_RDRA01000070/1/0/2808
Sinorhizobium	terangae	SEMIA 6460	NZ_JACIGA010000018.1	38281	59778	proteusin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_JACIGA010000018.1/38281-59778	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_014197705.1/NZ_JACIGA010000018/1/38281/59778
Mesorhizobium	Unclassified	None	NZ_LM655215.1	26405	47980	proteusin	False	succinoglycan	33	BGC0000802	https://antismash-db.secondarymetabolites.org/go/NZ_LM655215.1/26405-47980	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000824825.2/NZ_LM655215/1/26405/47980
Ensifer	aridi	TW10	NZ_LUAV01000019.1	28237	49740	proteusin	False	dactylocycline A	5	BGC0000216	https://antismash-db.secondarymetabolites.org/go/NZ_LUAV01000019.1/28237-49740	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002078505.1/NZ_LUAV01000019/1/28237/49740
Rhizobium	Unclassified	NXC14	NZ_CP021031.1	289752	311231	bacteriocin - proteusin hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP021031.1/289752-311231	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002117485.1/NZ_CP021031/1/289752/311231
Microvirgula	Unclassified	AG722	NZ_QLTJ01000006.1	90290	111826	bacteriocin - proteusin hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_QLTJ01000006.1/90290-111826	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003269145.1/NZ_QLTJ01000006/1/90290/111826
Bradyrhizobium	Unclassified	Gha	NZ_FOQM01000011.1	37322	58780	bacteriocin - proteusin hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_FOQM01000011.1/37322-58780	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900113735.1/NZ_FOQM01000011/1/37322/58780
Synechococcus	Unclassified	A15-60	NZ_CP047933.1	716224	737601	bacteriocin - proteusin hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP047933.1/716224-737601	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_014280095.1/NZ_CP047933/1/716224/737601
Bradyrhizobium	diazoefficiens	USDA110	NC_004463.1	2126700	2147607	bacteriocin - proteusin hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_004463.1/2126700-2147607	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000011365.1/NC_004463/1/2126700/2147607
Bradyrhizobium	diazoefficiens	XF7	NZ_CP013127.1	2190226	2211759	bacteriocin - proteusin hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP013127.1/2190226-2211759	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001908315.1/NZ_CP013127/1/2190226/2211759
Sinorhizobium	americanum	CFNEI 73	NZ_SLVU01000045.1	0	14658	proteusin	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_SLVU01000045.1/0-14658	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004340865.1/NZ_SLVU01000045/1/0/14658
Rhizobium	laguerreae	SP15	NZ_JACHXX010000012.1	120964	142455	bacteriocin - proteusin hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_JACHXX010000012.1/120964-142455	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_014192445.1/NZ_JACHXX010000012/1/120964/142455
Ensifer	sojae	CCBAU 05684	NZ_CP023069.1	210011	231427	proteusin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP023069.1/210011-231427	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002288525.1/NZ_CP023069/1/210011/231427
Sinorhizobium	americanum	CCGM7	NZ_CP013053.1	437491	458994	proteusin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP013053.1/437491-458994	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000705595.2/NZ_CP013053/1/437491/458994
Rhizobium	hidalgonense	JKLM19E	NZ_CP054030.1	189470	210946	bacteriocin - proteusin hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP054030.1/189470-210946	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_005862185.2/NZ_CP054030/1/189470/210946
Bradyrhizobium	Unclassified	DOA9	NZ_DF820426.1	426899	477094	bacteriocin - phosphonate - proteusin hybrid	False	glycopeptidolipid	7	BGC0000362	https://antismash-db.secondarymetabolites.org/go/NZ_DF820426.1/426899-477094	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000617845.2/NZ_DF820426/1/426899/477094
Bradyrhizobium	Unclassified	WSM1417	NZ_KI911783.1	7566203	7625111	bacteriocin - proteusin - t1nrps hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_KI911783.1/7566203-7625111	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000515415.1/NZ_KI911783/1/7566203/7625111
Bradyrhizobium	nanningense	CCBAU 53390	NZ_LBJQ01000073.1	1801	23334	bacteriocin - proteusin hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_LBJQ01000073.1/1801-23334	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004114545.1/NZ_LBJQ01000073/1/1801/23334
Mesorhizobium	Unclassified	WSM1293	NZ_AZUV01000009.1	14784	36305	proteusin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_AZUV01000009.1/14784-36305	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000513875.1/NZ_AZUV01000009/1/14784/36305
Bradyrhizobium	diazoefficiens	XF7	NZ_AP022641.1	2149755	2170971	bacteriocin - proteusin hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_AP022641.1/2149755-2170971	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_014163415.1/NZ_AP022641/1/2149755/2170971
Bradyrhizobium	diazoefficiens	XF7	NZ_AP022641.1	2297124	2318031	bacteriocin - proteusin hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_AP022641.1/2297124-2318031	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_014163415.1/NZ_AP022641/1/2297124/2318031
Synechococcus	Unclassified	MIT S9509	NZ_LVHV01000007.1	34944	56375	proteusin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_LVHV01000007.1/34944-56375	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001631935.1/NZ_LVHV01000007/1/34944/56375
